reviewer,title,paper_id,inclusion_IAM,extent,location,biome,discipline,topic,concerns,notes1,notes2,projected,observed,new_data,huc6
AM,Potential economic benefits of adapting agricultural production systems to future climate change.,33,adaptation,point,"48.2934273,-115.0708344",grassland: temperate,"economics, policy or management","Temperature, Precipitation, Agriculture, Management",NA,NA,NA,yes,no,no,0102
mf,reconstructing historical snow depth surfaces to evaluate changes in critical demographic rates and habitat components of snow-dependent and snow-restricted species,331,impacts,40000 km2 - PNW,na/not appropriate for point data,"alpine/tundra, forest: temperate","hydrology, ecology","temperature, precipitation, snow, terrestrial wildlife,species range shifts",NA,NA,NA,no,no,no,"0101, 0102, 0103, 0603, 0601, 0602, 0502, 0501, 0401, 0402"
am,"modeling effects of climate change and fire management on western white pine (pinus monticola) in the northern rocky mountains, usa",333,impacts,100 - 1500 km2,"lake mcdonald watershed; 48.5838247,-114.0040341",forest: temperate,ecology,"temperature, precipitation, species range shifts, wildfire, forest ecology",NA,NA,NA,yes,no,no,0102
am,twenty years after the 1988 yellowstone fires: lessons about disturbance and ecosystems,334,impacts,40000 km2 - PNW,na/not appropriate for point data,"forest: temperate, freshwater: ponds and lakes, freshwater: streams and rivers",ecology,"water quality, aquatic habitat, terrestrial wildlife, wildfire, forest ecology, soils, management",NA,NA,NA,no,no,no,"0401, 0402"
mf,continued warming could transform greater yellowstone fire regimes by mid-21st century,335,impacts,1500 - 2500 km2,"yellowstone national park; 44.584418,-111.0758737",forest: temperate,ecology,"temperature, precipitation, water quantity, wildfire, forest ecology, management, natural disasters",NA,NA,NA,yes,no,no,"0401, 0402"
mf,the unusual nature of recent snowpack declines in the north american cordillera,336,impacts,pacific northwest,na/not appropriate for point data,n/a (not biome specific or all biomes - see codebook),hydrology,"temperature, precipitation, snow, climate oscilations (enso, pdo), dendrochronology",NA,NA,NA,no,yes,no,"0101, 0102, 0103, 0200, 0401, 0402, 0601, 0602, 0603"
am,interspecies synchrony in salmonid densities associated with large-scale bioclimatic conditions in central idaho,337,impacts,40000 km2 - PNW,this study includes a case study map with more than 5 study locations over large extent,freshwater: streams and rivers,"biology, ecology","temperature, precipitation, climate oscilations (enso, pdo), streamflow/stream forecasting, salmon/anadromous fish, non-anadromous fish, aquatic habitat, management",NA,NA,NA,no,no,no,"0602, 0603"
mf,a process-based approach to estimate lodgepole pine (pinus contorta dougl.) distribution in the pacific northwest under climate change,338,impacts,pacific northwest,na/not appropriate for point data,forest: temperate,ecology,"temperature, precipitation, species range shifts, timber production/silviculture, forest ecology, dendrochronology, soils",NA,NA,NA,yes,no,no,"0101, 0102, 0103, 0200, 0300, 0401, 0402, 0501, 0502, 0601, 0602, 0603, 0701, 0702, 0703, 0800, 0900, 1002, kooteney, okanagan, columbia"
am,observations and modeling of aboveground tree carbon stocks and fluxes following a bark beetle outbreak in the western united states,339,impacts,point,"sawtooth national recreation area; 43.7873341,-114.4233322",forest: temperate,ecology,"pests and disease, forest ecology, carbon cycle, wildfire",study area map is extremely imprecise (a star on idaho in the middle of a map of conus),NA,NA,no,no,yes,0402
sh,"groundwater level responses in temperate mountainous terrain: regime classification, and linkages to climate and streamflow",340,impacts,1500 - 2500 km2,this study includes a case study map with more than 5 study locations over large extent,n/a (not biome specific or all biomes - see codebook),hydrology,"precipitation, snow, streamflow/stream forecasting, groundwater, water quantity",NA,NA,NA,no,yes,no,"kooteney, okanagan, columbia"
am,local atmospheric decoupling in complex topography alters climate change impacts,341,impacts,1 - 100 km2,"hj andrews experimental forest; 44.2122196,-122.2574345",forest: temperate,meteorology and climatology,"temperature, precipitation, species range shifts, forest ecology",NA,NA,NA,yes,no,no,0900
am,"forest ecosystems, disturbance, and climatic change in washington state, usa",342,impacts,40000 km2 - PNW,na/not appropriate for point data,forest: temperate,"forestry, ecology","temperature, precipitation, pests and disease, species range shifts, wildfire, timber production/silviculture, forest ecology",NA,NA,"lots of info here about impacts of climate change on forests in washington state, if we need that for writing. spatial patterns of productivity will change, species composition will change, increase in fire and mountain pine beetle.",yes,yes,no,"0102, 0103, 0200, 0300, 0601, 0701, 0800"
mf,surface temperature lapse rates over complex terrain: lessons from the cascade mountains,343,impacts,40000 km2 - PNW,na/not appropriate for point data,n/a (not biome specific or all biomes - see codebook),meteorology and climatology,"temperature, streamflow/stream forecasting",NA,NA,NA,yes,no,yes,"0200, 0300, 0701, 0800"
cc,a new look at snowpack trends in the cascade mountains,344,impacts,40000 km2 - PNW,"na/not appropriate for point data, cascade mountains",n/a (not biome specific or all biomes - see codebook),"meteorology and climatology, hydrology","temperature, precipitation, snow, climate oscilations (enso, pdo), streamflow/stream forecasting",NA,NA,NA,no,yes,no,"0200, 0300, 0701, 0703, 0800, 0900"
am,"relationship between fire, climate oscillations, and drought in british columbia, canada, 1920-2000",345,impacts,pacific northwest,na/not appropriate for point data,n/a (not biome specific or all biomes - see codebook),ecology,"temperature, precipitation, snow, climate oscilations (enso, pdo), wildfire",NA,NA,NA,no,no,no,"kooteney, okanagan, columbia"
am,spatial patterns of glaciers in response to spatial patterns in regional climate,346,impacts,western us,na/not appropriate for point data,alpine/tundra,"meteorology and climatology, hydrology","temperature, precipitation, snow, glaciers, climate oscilations (enso, pdo)",NA,NA,NA,no,no,no,"kooteney, okanagan, columbia, 0102, 0103, 0200, 0300, 0601, 0701, 0800"
am,"distribution, rarity and habitats of three aquatic lichens on federal land in the us pacific northwest",347,impacts,40000 km2 - PNW,this study includes a case study map with more than 5 study locations over large extent,freshwater: streams and rivers,ecology,"temperature, precipitation, streamflow/stream forecasting, water quality, aquatic habitat, forest ecology, management",NA,NA,NA,no,no,yes,"0200, 0300, 0701, 0702, 0703, 0800, 0900"
am,a mechanistic assessment of nutrient flushing at the catchment scale,349,impacts,1 - 100 km2,"hj andrews experimental forest; 44.2122196,-122.2574345","forest: temperate, freshwater: streams and rivers","hydrology, engineering","temperature, precipitation, streamflow/stream forecasting, groundwater, water quality, water quantity, forest ecology, soils, carbon cycle",climate change connection is pretty weak.,NA,NA,no,no,yes,0900
AM,Geographic variation in growth response of Douglas-fir to interannual climate variability and projected climate change.,35,impacts,western us,Western United States,forest: temperate,biology,"Temperature, Precipitation, Timber production/Silviculture, Forest Ecology, Dendrochronology",NA,NA,NA,yes,no,yes,"0101, 0102, 0103, 0200, 0300, 0401, 0402
                                                               0501, 0502, 0601, 0602, 0603, 0701, 0702
                                                               0703, 0800, 0900, 1002"
pe,a comparison of snotel and ghcn/cru surface temperatures with free-air temperatures at high elevations in the western united states: data compatibility and trends,351,impacts,western us,na/not appropriate for point data,n/a (not biome specific or all biomes - see codebook),meteorology and climatology,"temperature, precipitation, snow, water quantity",NA,NA,"climate changes in mountain regions are of interest for a host of reasons (barry 1990; beniston et al. 1997; giorgi et al. 1997), not least of which are environmental concerns such as glacier retreat (thompson 2000). partly because of the variable surface/free-air temperature contrast, changes in climate in mountain regions are extremely difficult to model. the western united states is an area of complex topography, much of which is at high elevation. it is also among the most intensively monitored mountainous area in the world and is the focus of many specific issues including water resources (dettinger and cayan 1995), snowpack (mote 2003), wildfires (swetnam and betancourt 1990), and frozen ground (clow et al. 2003).",no,yes,no,"0101, 0102, 0103, 0200, 0300, 0401, 0402
                                                               0501, 0502, 0601, 0602, 0603, 0701, 0702
                                                               0703, 0800, 0900, 1002"
mf,a method for estimating vulnerability of douglas-fir growth to climate change in the northwestern us,352,impacts,pacific northwest,"north cascades national park, 48.7169483,-121.7060398; idaho panhandle national forest, 47.9546368,-116.2824043;  glacier national park, 48.6598091,-114.126031",forest: temperate,ecology,"temperature, precipitation, climate oscilations (enso, pdo), forest ecology, dendrochronology",NA,NA,NA,no,no,yes,"0102, 0200"
mf,columbia river flow and drought since 1750,353,impacts,pacific northwest,this study includes a case study map with more than 5 study locations over large extent,n/a (not biome specific or all biomes - see codebook),ecology,"temperature, precipitation, forest ecology, streamflow/stream forecasting, dendrochronology",NA,NA,NA,no,yes,no,"kooteney, okanagan, columbia, 0102, 0103, 0200, 0300, 0601, 0701, 0800, 0601, 0701, 0502, 0702, 0501, 0200, 0703, 0800, 0900, 1002"
mf,vegetation sensitivity to global anthropogenic carbon dioxide emissions in a topographically complex region,354,impacts,western us,na/not appropriate for point data,"grassland: temperate, forest: temperate, desert: semi-arid desert","meteorology and climatology, ecology","temperature, precipitation, species range shifts, timber production/silviculture, carbon emissions",NA,NA,NA,yes,no,no,"0101, 0102, 0103, 0200, 0300, 0401, 0402
                                                               0501, 0502, 0601, 0602, 0603, 0701, 0702
                                                               0703, 0800, 0900, 1002"
mf,the role of climate and vegetation change in shaping past and future fire regimes in the northwestern us and the implications for ecosystem management,355,impacts,pacific northwest,na/not appropriate for point data,forest: temperate,"forestry, ecology","temperature, precipitation, species range shifts, wildfire, dendrochronology, forest ecology, management",NA,NA,NA,yes,yes,no,"0101, 0102, 0103, 0200, 0300, 0401, 0402
                                                               0501, 0502, 0601, 0602, 0603, 0701, 0702
                                                               0703, 0800, 0900, 1002"
